number	filename	ID	season	year	cave	label	nonatec	tag
33	'IMG_0793.JPG'	CAL12-0449	june	2012	C22	CAL12-0449	NA	NA
1	'IMG_0552.JPG'	CAL12-0224	june	2012	C23	CAL12-0224	NA	NA
2	'IMG_0553.JPG'	CAL12-0225	june	2012	C23	CAL12-0225	NA	NA
3	'IMG_0554.JPG'	CAL12-0226	june	2012	C23	CAL12-0226	NA	NA
4	'IMG_0555.JPG'	CAL12-0227	june	2012	C23	CAL12-0227	NA	NA
5	'IMG_0556.JPG'	CAL12-0228	june	2012	C23	CAL12-0228	NA	NA
6	'IMG_0557.JPG'	CAL12-0229	june	2012	C23	CAL12-0229	NA	NA
7	'IMG_0559.JPG'	CAL12-0230	june	2012	C23	CAL12-0230	NA	NA
8	'IMG_0560.JPG'	CAL12-0231	june	2012	C23	CAL12-0231	NA	NA
9	'IMG_0561.JPG'	CAL12-0232	june	2012	C23	CAL12-0232	NA	NA
10	'IMG_0562.JPG'	CAL12-0233	june	2012	C23	CAL12-0233	NA	NA
11	'IMG_0563.JPG'	CAL12-0234	june	2012	C23	CAL12-0234	NA	NA
12	'IMG_0564.JPG'	CAL12-0235	june	2012	C23	CAL12-0235	NA	NA
13	'IMG_0565.JPG'	CAL12-0236	june	2012	C23	CAL12-0236	NA	NA
14	'IMG_0566.JPG'	CAL12-0237	june	2012	C23	CAL12-0237	NA	NA
15	'IMG_0567.JPG'	CAL12-0238	june	2012	C23	CAL12-0238	NA	NA
16	'IMG_0568.JPG'	CAL12-0239	june	2012	C23	CAL12-0239	NA	NA
17	'IMG_0569.JPG'	CAL12-0240	june	2012	C23	CAL12-0240	NA	NA
18	'IMG_0570.JPG'	CAL12-0241	june	2012	C23	CAL12-0241	NA	NA
19	'IMG_0571.JPG'	CAL12-0242	june	2012	C23	CAL12-0242	NA	NA
20	'IMG_0572.JPG'	CAL12-0243	june	2012	C23	CAL12-0243	NA	NA
21	'IMG_0573.JPG'	CAL12-0244	june	2012	C23	CAL12-0244	NA	NA
22	'IMG_0574.JPG'	CAL12-0245	june	2012	C23	CAL12-0245	NA	NA
23	'IMG_0575.JPG'	CAL12-0246	june	2012	C23	CAL12-0246	NA	NA
24	'IMG_0576.JPG'	CAL12-0247	june	2012	C23	CAL12-0247	NA	NA
25	'IMG_0577.JPG'	CAL12-0248	june	2012	C23	CAL12-0248	NA	NA
1	'IMG_0578.JPG'	CAL12-0249	june	2012	C24	CAL12-0249	NA	NA
2	'IMG_0579.JPG'	CAL12-0250	june	2012	C24	CAL12-0250	NA	NA
3	'IMG_0580.JPG'	CAL12-0251	june	2012	C24	CAL12-0251	NA	NA
4	'IMG_0581.JPG'	CAL12-0252	june	2012	C24	CAL12-0252	NA	NA
5	'IMG_0582.JPG'	CAL12-0253	june	2012	C24	CAL12-0253	NA	NA
6	'IMG_0583.JPG'	CAL12-0254	june	2012	C24	CAL12-0254	NA	NA
7	'IMG_0584.JPG'	CAL12-0255	june	2012	C24	CAL12-0255	NA	NA
8	'IMG_0585.JPG'	CAL12-0256	june	2012	C24	CAL12-0256	NA	NA
9	'IMG_0586.JPG'	CAL12-0257	june	2012	C24	CAL12-0257	NA	NA
1	'IMG_0797.JPG'	CAL12-0453	june	2012	C25	CAL12-0453	NA	NA
2	'IMG_0798.JPG'	CAL12-0454	june	2012	C25	CAL12-0454	NA	NA
3	'IMG_0799.JPG'	CAL12-0455	june	2012	C25	CAL12-0455	NA	NA
4	'IMG_0800.JPG'	CAL12-0456	june	2012	C25	CAL12-0456	NA	NA
5	'IMG_0801.JPG'	CAL12-0457	june	2012	C25	CAL12-0457	NA	NA
6	'IMG_0802.JPG'	CAL12-0458	june	2012	C25	CAL12-0458	NA	NA
7	'IMG_0803.JPG'	CAL12-0459	june	2012	C25	CAL12-0459	NA	NA
8	'IMG_0804.JPG'	CAL12-0460	june	2012	C25	CAL12-0460	NA	NA
9	'IMG_0805.JPG'	CAL12-0461	june	2012	C25	CAL12-0461	NA	NA
10	'IMG_0806.JPG'	CAL12-0462	june	2012	C25	CAL12-0462	NA	NA
11	'IMG_0807.JPG'	CAL12-0463	june	2012	C25	CAL12-0463	NA	NA
12	'IMG_0808.JPG'	CAL12-0464	june	2012	C25	CAL12-0464	NA	NA
13	'IMG_0809.JPG'	CAL12-0465	june	2012	C25	CAL12-0465	NA	NA
14	'IMG_0810.JPG'	CAL12-0466	june	2012	C25	CAL12-0466	NA	NA
15	'IMG_0811.JPG'	CAL12-0467	june	2012	C25	CAL12-0467	NA	NA
16	'IMG_0815.JPG'	CAL12-0468	june	2012	C25	CAL12-0468	NA	NA
17	'IMG_0817.JPG'	CAL12-0469	june	2012	C25	CAL12-0469	NA	NA
18	'IMG_0818.JPG'	CAL12-0470	june	2012	C25	CAL12-0470	NA	NA
19	'IMG_0819.JPG'	CAL12-0471	june	2012	C25	CAL12-0471	NA	NA
20	'IMG_0820.JPG'	CAL12-0472	june	2012	C25	CAL12-0472	NA	NA
21	'IMG_0821.JPG'	CAL12-0473	june	2012	C25	CAL12-0473	NA	NA
22	'IMG_0822.JPG'	CAL12-0474	june	2012	C25	CAL12-0474	NA	NA
23	'IMG_0823.JPG'	CAL12-0475	june	2012	C25	CAL12-0475	NA	NA
24	'IMG_0824.JPG'	CAL12-0476	june	2012	C25	CAL12-0476	NA	NA
25	'IMG_0825.JPG'	CAL12-0477	june	2012	C25	CAL12-0477	NA	NA
26	'IMG_0826.JPG'	CAL12-0478	june	2012	C25	CAL12-0478	NA	NA
27	'IMG_0827.JPG'	CAL12-0479	june	2012	C25	CAL12-0479	NA	NA
28	'IMG_0828.JPG'	CAL12-0480	june	2012	C25	CAL12-0480	NA	NA
29	'IMG_0829.JPG'	CAL12-0481	june	2012	C25	CAL12-0481	NA	NA
30	'IMG_0830.JPG'	CAL12-0482	june	2012	C25	CAL12-0482	NA	NA
31	'IMG_0831.JPG'	CAL12-0483	june	2012	C25	CAL12-0483	NA	NA
32	'IMG_0832.JPG'	CAL12-0484	june	2012	C25	CAL12-0484	NA	NA
33	'IMG_0833.JPG'	CAL12-0485	june	2012	C25	CAL12-0485	NA	NA
34	'IMG_0834.JPG'	CAL12-0486	june	2012	C25	CAL12-0486	NA	NA
35	'IMG_0835.JPG'	CAL12-0487	june	2012	C25	CAL12-0487	NA	NA
36	'IMG_0836.JPG'	CAL12-0488	june	2012	C25	CAL12-0488	NA	NA
37	'IMG_0837.JPG'	CAL12-0489	june	2012	C25	CAL12-0489	NA	NA
38	'IMG_0838.JPG'	CAL12-0490	june	2012	C25	CAL12-0490	NA	NA
39	'IMG_0839.JPG'	CAL12-0491	june	2012	C25	CAL12-0491	NA	NA
40	'IMG_0840.JPG'	CAL12-0492	june	2012	C25	CAL12-0492	NA	NA
41	'IMG_0841.JPG'	CAL12-0493	june	2012	C25	CAL12-0493	NA	NA
42	'IMG_0842.JPG'	CAL12-0494	june	2012	C25	CAL12-0494	NA	NA
43	'IMG_0843.JPG'	CAL12-0495	june	2012	C25	CAL12-0495	NA	NA
44	'IMG_0844.JPG'	CAL12-0496	june	2012	C25	CAL12-0496	NA	NA
45	'IMG_0845.JPG'	CAL12-0497	june	2012	C25	CAL12-0497	NA	NA
46	'IMG_0846.JPG'	CAL12-0498	june	2012	C25	CAL12-0498	NA	NA
47	'IMG_0847.JPG'	CAL12-0499	june	2012	C25	CAL12-0499	NA	NA
48	'IMG_0849.JPG'	CAL12-0500	june	2012	C25	CAL12-0500	NA	NA
49	'IMG_0850.JPG'	CAL12-0501	june	2012	C25	CAL12-0501	NA	NA
50	'IMG_0851.JPG'	CAL12-0502	june	2012	C25	CAL12-0502	NA	NA
51	'IMG_0852.JPG'	CAL12-0503	june	2012	C25	CAL12-0503	NA	NA
52	'IMG_0853.JPG'	CAL12-0504	june	2012	C25	CAL12-0504	NA	NA
53	'IMG_0854.JPG'	CAL12-0505	june	2012	C25	CAL12-0505	NA	NA
1	'IMG_0874.JPG'	CAL12-0519	june	2012	C26	CAL12-0519	NA	NA
2	'IMG_0875.JPG'	CAL12-0520	june	2012	C26	CAL12-0520	NA	NA
3	'IMG_0876.JPG'	CAL12-0521	june	2012	C26	CAL12-0521	NA	NA
4	'IMG_0877.JPG'	CAL12-0522	june	2012	C26	CAL12-0522	NA	NA
5	'IMG_0878.JPG'	CAL12-0523	june	2012	C26	CAL12-0523	NA	NA
6	'IMG_0879.JPG'	CAL12-0524	june	2012	C26	CAL12-0524	NA	NA
7	'IMG_0880.JPG'	CAL12-0525	june	2012	C26	CAL12-0525	NA	NA
8	'IMG_0881.JPG'	CAL12-0526	june	2012	C26	CAL12-0526	NA	NA
9	'IMG_0882.JPG'	CAL12-0527	june	2012	C26	CAL12-0527	NA	NA
10	'IMG_0883.JPG'	CAL12-0528	june	2012	C26	CAL12-0528	NA	NA
11	'IMG_0884.JPG'	CAL12-0529	june	2012	C26	CAL12-0529	NA	NA
12	'IMG_0885.JPG'	CAL12-0530	june	2012	C26	CAL12-0530	NA	NA
13	'IMG_0886.JPG'	CAL12-0531	june	2012	C26	CAL12-0531	NA	NA
14	'IMG_0887.JPG'	CAL12-0532	june	2012	C26	CAL12-0532	NA	NA
15	'IMG_0888.JPG'	CAL12-0533	june	2012	C26	CAL12-0533	NA	NA
16	'IMG_0889.JPG'	CAL12-0534	june	2012	C26	CAL12-0534	NA	NA
17	'IMG_0890.JPG'	CAL12-0535	june	2012	C26	CAL12-0535	NA	NA
18	'IMG_0891.JPG'	CAL12-0536	june	2012	C26	CAL12-0536	NA	NA
19	'IMG_0892.JPG'	CAL12-0537	june	2012	C26	CAL12-0537	NA	NA
20	'IMG_0893.JPG'	CAL12-0538	june	2012	C26	CAL12-0538	NA	NA
21	'IMG_0894.JPG'	CAL12-0539	june	2012	C26	CAL12-0539	NA	NA
22	'IMG_0895.JPG'	CAL12-0540	june	2012	C26	CAL12-0540	NA	NA
23	'IMG_0896.JPG'	CAL12-0541	june	2012	C26	CAL12-0541	NA	NA
24	'IMG_0897.JPG'	CAL12-0542	june	2012	C26	CAL12-0542	NA	NA
25	'IMG_0898.JPG'	CAL12-0543	june	2012	C26	CAL12-0543	NA	NA
1	'CAL12-593.jpg'	4ED5E5	august	2012	C1	CAL12-0593	NA	4ED5E5
2	'CAL12-594.jpg'	4EE15F	august	2012	C1	CAL12-0594	NA	4EE15F
3	'CAL12-595.jpg'	C96078	august	2012	C1	CAL12-0595	NA	C96078
4	'CAL12-596.jpg'	C964B6	august	2012	C1	CAL12-0596	NA	C964B6
5	'CAL12-597.jpg'	6D8497	august	2012	C1	CAL12-0597	NA	6D8497
6	'CAL12-598.jpg'	4EE4EE	august	2012	C1	CAL12-0598	NA	4EE4EE
7	'CAL12-599.jpg'	4EE83B	august	2012	C1	CAL12-0599	NA	4EE83B
8	'CAL12-600.jpg'	4EE2D1	august	2012	C1	CAL12-0600	NA	4EE2D1
9	'CAL12-601.jpg'	4EE3FA	august	2012	C1	CAL12-0601	NA	4EE3FA
1	'IMG_0934.JPG'	4EDEF3	august	2012	C2	CAL12-0572	NA	4EDEF3
2	'IMG_0935.JPG'	6D9E7D	august	2012	C2	CAL12-0573	NA	6D9E7D
3	'IMG_0936.JPG'	C97814	august	2012	C2	CAL12-0574	NA	C97814
4	'IMG_0937.JPG'	4EE009	august	2012	C2	CAL12-0575	NA	4EE009
5	'IMG_0938.JPG'	4EE1F0	august	2012	C2	CAL12-0576	NA	4EE1F0
6	'IMG_0939.JPG'	C98B90	august	2012	C2	CAL12-0577	NA	C98B90
7	'IMG_0940.JPG'	4EEC7B	august	2012	C2	CAL12-0578	NA	4EEC7B
8	'IMG_0942.JPG'	C973DA	august	2012	C2	CAL12-0579	NA	C973DA
9	'IMG_0943.JPG'	C98808	august	2012	C2	CAL12-0580	NA	C98808
10	'IMG_0944.JPG'	4EEC7E	august	2012	C2	CAL12-0581	NA	4EEC7E
11	'IMG_0945.JPG'	4EEB2D	august	2012	C2	CAL12-0582	NA	4EEB2D
12	'IMG_0946.JPG'	C96957	august	2012	C2	CAL12-0583	NA	C96957
13	'IMG_0947.JPG'	C98F30	august	2012	C2	CAL12-0584	NA	C98F30
14	'IMG_0948.JPG'	C97F5D	august	2012	C2	CAL12-0585	NA	C97F5D
15	'IMG_0949.JPG'	C98DDD	august	2012	C2	CAL12-0586	NA	C98DDD
16	'IMG_0951.JPG'	C97FDB	august	2012	C2	CAL12-0587	NA	C97FDB
17	'IMG_0952.JPG'	4EECE3	august	2012	C2	CAL12-0588	NA	4EECE3
18	'IMG_0953.JPG'	4EF225	august	2012	C2	CAL12-0589	NA	4EF225
19	'IMG_0954.JPG'	CAL12-0590	august	2012	C2	CAL12-0590	NA	NA
20	'IMG_0955.JPG'	C9767B	august	2012	C2	CAL12-0591	NA	C9767B
21	'IMG_0956.JPG'	4EE50B	august	2012	C2	CAL12-0592	NA	4EE50B
1	'IMG_1147.JPG'	C98BF0	august	2012	C5	CAL12-0760	NA	C98BF0
2	'IMG_1148.JPG'	4EE44B	august	2012	C5	CAL12-0761	NA	4EE44B
3	'IMG_1149.JPG'	C96097	august	2012	C5	CAL12-0762	NA	C96097
4	'IMG_1150.JPG'	6DA45D	august	2012	C5	CAL12-0763	NA	6DA45D
5	'IMG_1151.JPG'	C97F5C	august	2012	C5	CAL12-0764	NA	C97F5C
6	'IMG_1152.JPG'	4EDF04	august	2012	C5	CAL12-0765	NA	4EDF04
7	'IMG_1153.JPG'	4EEAC0	august	2012	C5	CAL12-0766	NA	4EEAC0
8	'IMG_1154.JPG'	6D76A1	august	2012	C5	CAL12-0767	NA	6D76A1
9	'IMG_1155.JPG'	C9857D	august	2012	C5	CAL12-0768	NA	C9857D
10	'IMG_1157.JPG'	6D9A0F	august	2012	C5	CAL12-0769	NA	6D9A0F
11	'IMG_1158.JPG'	C96D69	august	2012	C5	CAL12-0770	NA	C96D69
12	'IMG_1159.JPG'	C96384	august	2012	C5	CAL12-0771	NA	C96384
13	'IMG_1160.JPG'	C97D1B	august	2012	C5	CAL12-0772	NA	C97D1B
14	'IMG_1161.JPG'	4EDE6B	august	2012	C5	CAL12-0773	NA	4EDE6B
15	'IMG_1162.JPG'	6D8E02	august	2012	C5	CAL12-0774	NA	6D8E02
16	'IMG_1163.JPG'	4EE0EC	august	2012	C5	CAL12-0775	NA	4EE0EC
17	'IMG_1164.JPG'	4EED8F	august	2012	C5	CAL12-0776	NA	4EED8F
18	'IMG_1165.JPG'	C98A46	august	2012	C5	CAL12-0777	NA	C98A46
19	'IMG_1167.JPG'	C9783A	august	2012	C5	CAL12-0778	NA	C9783A
20	'IMG_1168.JPG'	C9852A	august	2012	C5	CAL12-0779	NA	C9852A
21	'IMG_1169.JPG'	C98872	august	2012	C5	CAL12-0780	NA	C98872
22	'IMG_1170.JPG'	6D5C6A	august	2012	C5	CAL12-0781	NA	6D5C6A
23	'IMG_1171.JPG'	C97A43	august	2012	C5	CAL12-0782	NA	C97A43
24	'IMG_1172.JPG'	4EEC80	august	2012	C5	CAL12-0783	NA	4EEC80
25	'IMG_1173.JPG'	4EE13B	august	2012	C5	CAL12-0784	NA	4EE13B
26	'IMG_1174.JPG'	CAL12-0785	august	2012	C5	CAL12-0785	NA	NA
27	'IMG_1175.JPG'	6D9D02	august	2012	C5	CAL12-0786	NA	6D9D02
28	'IMG_1176.JPG'	4EE318	august	2012	C5	CAL12-0787	NA	4EE318
29	'IMG_1177.JPG'	CAL12-0788	august	2012	C5	CAL12-0788	NA	NA
30	'IMG_1178.JPG'	C970C8	august	2012	C5	CAL12-0789	NA	C970C8
31	'IMG_1179.JPG'	4EDF78	august	2012	C5	CAL12-0790	NA	4EDF78
32	'IMG_1180.JPG'	CAL12-0791	august	2012	C5	CAL12-0791	NA	NA
33	'IMG_1181.JPG'	4EEAA5	august	2012	C5	CAL12-0792	NA	4EEAA5
34	'IMG_1182.JPG'	4EEA6F	august	2012	C5	CAL12-0793	NA	4EEA6F
1	'IMG_1138.JPG'	C96450	august	2012	C6	CAL12-0751	NA	C96450
2	'IMG_1139.JPG'	4EEA66	august	2012	C6	CAL12-0752	NA	4EEA66
3	'IMG_1140.JPG'	6D8000	august	2012	C6	CAL12-0753	NA	6D8000
4	'IMG_1141.JPG'	6D9301	august	2012	C6	CAL12-0754	NA	6D9301
5	'IMG_1142.JPG'	4EEBB7	august	2012	C6	CAL12-0755	NA	4EEBB7
6	'IMG_1143.JPG'	C96091	august	2012	C6	CAL12-0756	NA	C96091
7	'IMG_1144.JPG'	6D95C0	august	2012	C6	CAL12-0757	NA	6D95C0
8	'IMG_1145.JPG'	4EEC14	august	2012	C6	CAL12-0758	NA	4EEC14
9	'IMG_1146.JPG'	4EE05F	august	2012	C6	CAL12-0759	NA	4EE05F
1	'IMG_0996.JPG'	C98B98	august	2012	C7	CAL12-0625	NA	C98B98
2	'IMG_0997.JPG'	4EED39	august	2012	C7	CAL12-0626	NA	4EED39
3	'IMG_0998.JPG'	4EE758	august	2012	C7	CAL12-0627	NA	4EE758
4	'IMG_0999.JPG'	4EE704	august	2012	C7	CAL12-0628	NA	4EE704
5	'IMG_1000.JPG'	C961BA	august	2012	C7	CAL12-0629	NA	C961BA
6	'IMG_1001.JPG'	4EE282	august	2012	C7	CAL12-0630	NA	4EE282
7	'IMG_1002.JPG'	C97929	august	2012	C7	CAL12-0631	NA	C97929
8	'IMG_1003.JPG'	4EE7BA	august	2012	C7	CAL12-0632	NA	4EE7BA
9	'IMG_1004.JPG'	C97710	august	2012	C7	CAL12-0633	NA	C97710
10	'IMG_1005.JPG'	CAL12-0634	august	2012	C7	CAL12-0634	NA	NA
11	'IMG_1006.JPG'	C98B23	august	2012	C7	CAL12-0635	NA	C98B23
12	'IMG_1007.JPG'	4EE1F4	august	2012	C7	CAL12-0636	NA	4EE1F4
13	'IMG_1008.JPG'	4EE168	august	2012	C7	CAL12-0637	NA	4EE168
14	'IMG_1009.JPG'	4EE126	august	2012	C7	CAL12-0638	NA	4EE126
15	'IMG_1010.JPG'	C96DEF	august	2012	C7	CAL12-0639	NA	C96DEF
16	'IMG_1011.JPG'	4EE19E	august	2012	C7	CAL12-0640	NA	4EE19E
17	'IMG_1012.JPG'	4EEADA	august	2012	C7	CAL12-0641	NA	4EEADA
18	'IMG_1013.JPG'	6D7524	august	2012	C7	CAL12-0642	NA	6D7524
19	'IMG_1014.JPG'	C9871B	august	2012	C7	CAL12-0643	NA	C9871B
20	'IMG_1015.JPG'	C9709A	august	2012	C7	CAL12-0644	NA	C9709A
21	'IMG_1017.JPG'	4EE38A	august	2012	C7	CAL12-0645	NA	4EE38A
22	'IMG_1018.JPG'	C9859A	august	2012	C7	CAL12-0646	NA	C9859A
23	'IMG_1019.JPG'	4EE82C	august	2012	C7	CAL12-0647	NA	4EE82C
24	'IMG_1021.JPG'	4EE422	august	2012	C7	CAL12-0648	NA	4EE422
25	'IMG_1022.JPG'	6D9FCC	august	2012	C7	CAL12-0649	NA	6D9FCC
26	'IMG_1023.JPG'	4EE410	august	2012	C7	CAL12-0650	NA	4EE410
27	'IMG_1024.JPG'	6D6FE2	august	2012	C7	CAL12-0651	NA	6D6FE2
28	'IMG_1025.JPG'	4EE927	august	2012	C7	CAL12-0652	NA	4EE927
29	'IMG_1026.JPG'	C98487	august	2012	C7	CAL12-0653	NA	C98487
30	'IMG_1027.JPG'	4EE6BD	august	2012	C7	CAL12-0654	NA	4EE6BD
31	'IMG_1028.JPG'	6D9FB3	august	2012	C7	CAL12-0655	NA	6D9FB3
32	'IMG_1031.JPG'	4EF658	august	2012	C7	CAL12-0656	NA	4EF658
33	'IMG_1032.JPG'	6D5933	august	2012	C7	CAL12-0657	NA	6D5933
34	'IMG_1033.JPG'	CAL12-0658	august	2012	C7	CAL12-0658	NA	NA
35	'IMG_1581.JPG'	C97262	august	2012	C7	CAL12-1153	NA	C97262
36	'IMG_1582.JPG'	C97BFD	august	2012	C7	CAL12-1154	NA	C97BFD
37	'IMG_1583.JPG'	4EE925	august	2012	C7	CAL12-1155	NA	4EE925
38	'IMG_1584.JPG'	C9713A	august	2012	C7	CAL12-1156	NA	C9713A
39	'IMG_1585.JPG'	6D9EEC	august	2012	C7	CAL12-1157	NA	6D9EEC
40	'IMG_1586.JPG'	6D72BB	august	2012	C7	CAL12-1158	NA	6D72BB
41	'IMG_1587.JPG'	4EEACD	august	2012	C7	CAL12-1159	NA	4EEACD
42	'IMG_1588.JPG'	4EE384	august	2012	C7	CAL12-1160	NA	4EE384
43	'IMG_1589.JPG'	C98B78	august	2012	C7	CAL12-1161	NA	C98B78
44	'IMG_1590.JPG'	C9659E	august	2012	C7	CAL12-1162	NA	C9659E
45	'IMG_1591.JPG'	4EE6D2	august	2012	C7	CAL12-1163	NA	4EE6D2
46	'IMG_1592.JPG'	C974F9	august	2012	C7	CAL12-1164	NA	C974F9
47	'IMG_1593.JPG'	4EF96C	august	2012	C7	CAL12-1165	NA	4EF96C
48	'IMG_1594.JPG'	C96C08	august	2012	C7	CAL12-1166	NA	C96C08
49	'IMG_1595.JPG'	C97D2C	august	2012	C7	CAL12-1167	NA	C97D2C
50	'IMG_1596.JPG'	4EEC3B	august	2012	C7	CAL12-1168	NA	4EEC3B
51	'IMG_1597.JPG'	4EDE37	august	2012	C7	CAL12-1169	NA	4EDE37
52	'IMG_1598.JPG'	4EEAA1	august	2012	C7	CAL12-1170	NA	4EEAA1
53	'IMG_1599.JPG'	4EEA31	august	2012	C7	CAL12-1171	NA	4EEA31
54	'IMG_1600.JPG'	C9624A	august	2012	C7	CAL12-1172	NA	C9624A
55	'IMG_1601.JPG'	C97260	august	2012	C7	CAL12-1173	NA	C97260
56	'IMG_1602.JPG'	6D9A42	august	2012	C7	CAL12-1174	NA	6D9A42
57	'IMG_1603.JPG'	C98F28	august	2012	C7	CAL12-1175	NA	C98F28
58	'IMG_1604.JPG'	4ED60F	august	2012	C7	CAL12-1176	NA	4ED60F
59	'IMG_1605.JPG'	4ED1AA	august	2012	C7	CAL12-1177	NA	4ED1AA
60	'IMG_1606.JPG'	C97A5C	august	2012	C7	CAL12-1178	NA	C97A5C
61	'IMG_1607.JPG'	4EE43E	august	2012	C7	CAL12-1179	NA	4EE43E
62	'IMG_1608.JPG'	4ED306	august	2012	C7	CAL12-1180	NA	4ED306
1	'IMG_1183.JPG'	CAL12-0794	august	2012	C10	CAL12-0794	NA	NA
2	'IMG_1184.JPG'	4EFA28	august	2012	C10	CAL12-0795	NA	4EFA28
3	'IMG_1185.JPG'	C98D32	august	2012	C10	CAL12-0796	NA	C98D32
4	'IMG_1186.JPG'	C97614	august	2012	C10	CAL12-0797	NA	C97614
5	'IMG_1187.JPG'	4EE5ED	august	2012	C10	CAL12-0798	NA	4EE5ED
6	'IMG_1188.JPG'	4EE707	august	2012	C10	CAL12-0799	NA	4EE707
7	'IMG_1189.JPG'	4EECF2	august	2012	C10	CAL12-0800	NA	4EECF2
8	'IMG_1190.JPG'	4EDF5A	august	2012	C10	CAL12-0801	NA	4EDF5A
9	'IMG_1191.JPG'	C97FDC	august	2012	C10	CAL12-0802	NA	C97FDC
10	'IMG_1192.JPG'	4EDF07	august	2012	C10	CAL12-0803	NA	4EDF07
11	'IMG_1193.JPG'	C98C09	august	2012	C10	CAL12-0804	NA	C98C09
1	'IMG_1194.JPG'	C97815	august	2012	C11	CAL12-0805	NA	C97815
2	'IMG_1195.JPG'	6D867A	august	2012	C11	CAL12-0806	NA	6D867A
3	'IMG_1196.JPG'	4EE40A	august	2012	C11	CAL12-0807	NA	4EE40A
4	'IMG_1197.JPG'	C97CA3	august	2012	C11	CAL12-0808	NA	C97CA3
5	'IMG_1198.JPG'	4EE82A	august	2012	C11	CAL12-0809	NA	4EE82A
6	'IMG_1199.JPG'	4EEC35	august	2012	C11	CAL12-0810	NA	4EEC35
7	'IMG_1200.JPG'	C9675C	august	2012	C11	CAL12-0811	NA	C9675C
8	'IMG_1201.JPG'	6DA0C6	august	2012	C11	CAL12-0812	NA	6DA0C6
9	'IMG_1202.JPG'	4EE08B	august	2012	C11	CAL12-0813	NA	4EE08B
10	'IMG_1203.JPG'	4EE059	august	2012	C11	CAL12-0814	NA	4EE059
11	'IMG_1204.JPG'	C98F83	august	2012	C11	CAL12-0815	NA	C98F83
12	'IMG_1205.JPG'	4EE74D	august	2012	C11	CAL12-0816	NA	4EE74D
13	'IMG_1206.JPG'	4EEC5E	august	2012	C11	CAL12-0817	NA	4EEC5E
14	'IMG_1207.JPG'	C968A4	august	2012	C11	CAL12-0818	NA	C968A4
15	'IMG_1208.JPG'	4EDEA8	august	2012	C11	CAL12-0819	NA	4EDEA8
16	'IMG_1209.JPG'	4EEB4B	august	2012	C11	CAL12-0820	NA	4EEB4B
17	'IMG_1210.JPG'	6D6DC8	august	2012	C11	CAL12-0821	NA	6D6DC8
18	'IMG_1211.JPG'	4EDE35	august	2012	C11	CAL12-0822	NA	4EDE35
19	'IMG_1212.JPG'	4EE16F	august	2012	C11	CAL12-0823	NA	4EE16F
20	'IMG_1213.JPG'	6D77E1	august	2012	C11	CAL12-0824	NA	6D77E1
21	'IMG_1214.JPG'	C975FD	august	2012	C11	CAL12-0825	NA	C975FD
22	'IMG_1215.JPG'	C96347	august	2012	C11	CAL12-0826	NA	C96347
23	'IMG_1216.JPG'	C97C0F	august	2012	C11	CAL12-0827	NA	C97C0F
24	'IMG_1217.JPG'	4EE3BB	august	2012	C11	CAL12-0828	NA	4EE3BB
25	'IMG_1218.JPG'	4EDE3A	august	2012	C11	CAL12-0829	NA	4EDE3A
26	'IMG_1219.JPG'	4EE979	august	2012	C11	CAL12-0830	NA	4EE979
27	'IMG_1220.JPG'	6D909B	august	2012	C11	CAL12-0831	NA	6D909B
28	'IMG_1221.JPG'	C970B9	august	2012	C11	CAL12-0832	NA	C970B9
29	'IMG_1222.JPG'	4EEB80	august	2012	C11	CAL12-0833	NA	4EEB80
30	'IMG_1223.JPG'	4EE5C6	august	2012	C11	CAL12-0834	NA	4EE5C6
31	'IMG_1224.JPG'	4EE397	august	2012	C11	CAL12-0835	NA	4EE397
32	'IMG_1225.JPG'	4EEC18	august	2012	C11	CAL12-0836	NA	4EEC18
33	'IMG_1226.JPG'	C97362	august	2012	C11	CAL12-0837	NA	C97362
34	'IMG_1228.JPG'	C97A3E	august	2012	C11	CAL12-0838	NA	C97A3E
35	'IMG_1229.JPG'	C97D94	august	2012	C11	CAL12-0839	NA	C97D94
36	'IMG_1230.JPG'	4EE36E	august	2012	C11	CAL12-0840	NA	4EE36E
37	'IMG_1231.JPG'	C98EE3	august	2012	C11	CAL12-0841	NA	C98EE3
38	'IMG_1232.JPG'	4EDA27	august	2012	C11	CAL12-0842	NA	4EDA27
1	'IMG_0900.JPG'	CAL12-0544	august	2012	C12	CAL12-0544	NA	NA
2	'IMG_0901.JPG'	CAL12-0545	august	2012	C12	CAL12-0545	NA	NA
3	'IMG_0902.JPG'	CAL12-0546	august	2012	C12	CAL12-0546	NA	NA
4	'IMG_0903.JPG'	4EE2C5	august	2012	C12	CAL12-0547	NA	4EE2C5
5	'IMG_0904.JPG'	4EDF34	august	2012	C12	CAL12-0548	NA	4EDF34
6	'IMG_0905.JPG'	4EE803	august	2012	C12	CAL12-0549	NA	4EE803
7	'IMG_0907.JPG'	C97B66	august	2012	C12	CAL12-0550	NA	C97B66
8	'IMG_0908.JPG'	4EE942	august	2012	C12	CAL12-0551	NA	4EE942
9	'IMG_0909.JPG'	4EE80C	august	2012	C12	CAL12-0552	NA	4EE80C
10	'IMG_0910.JPG'	4EEC41	august	2012	C12	CAL12-0553	NA	4EEC41
11	'IMG_0911.JPG'	6D7003	august	2012	C12	CAL12-0554	NA	6D7003
12	'IMG_0912.JPG'	4EEB2C	august	2012	C12	CAL12-0555	NA	4EEB2C
